date,year,month,value
1981-06-01,1981,6,2.0000
1981-07-01,1981,7,1.4000
1981-08-01,1981,8,1.2000
1981-09-01,1981,9,0.5000
1981-10-01,1981,10,-0.6000
1981-11-01,1981,11,0.3000
1981-12-01,1981,12,0.8000
1982-01-01,1982,1,2.0000
1982-02-01,1982,2,0.4000
1982-03-01,1982,3,1.0000
1982-04-01,1982,4,0.1000
1982-05-01,1982,5,-0.6000
1982-06-01,1982,6,-1.7000
1982-07-01,1982,7,-2.5000
1982-08-01,1982,8,-2.9000
1982-09-01,1982,9,-2.9000
1982-10-01,1982,10,-2.8000
1982-11-01,1982,11,-4.3000
1982-12-01,1982,12,-3.7000
1983-01-01,1983,1,-5.8000
1983-02-01,1983,2,-6.0000
1983-03-01,1983,3,-4.0000
1983-04-01,1983,4,-1.5000
1983-05-01,1983,5,1.0000
1983-06-01,1983,6,0.1000
1983-07-01,1983,7,-1.0000
1983-08-01,1983,8,0.2000
1983-09-01,1983,9,1.4000
1983-10-01,1983,10,0.7000
1983-11-01,1983,11,-0.2000
1983-12-01,1983,12,0.0000
1984-01-01,1984,1,0.3000
1984-02-01,1984,2,1.4000
1984-03-01,1984,3,-0.4000
1984-04-01,1984,4,0.6000
1984-05-01,1984,5,0.3000
1984-06-01,1984,6,-0.6000
1984-07-01,1984,7,0.3000
1984-08-01,1984,8,0.7000
1984-09-01,1984,9,0.2000
1984-10-01,1984,10,-0.5000
1984-11-01,1984,11,0.4000
1984-12-01,1984,12,-0.2000
1985-01-01,1985,1,-0.5000
1985-02-01,1985,2,2.0000
1985-03-01,1985,3,1.3000
1985-04-01,1985,4,1.9000
1985-05-01,1985,5,0.7000
1985-06-01,1985,6,-0.6000
1985-07-01,1985,7,-0.2000
1985-08-01,1985,8,1.6000
1985-09-01,1985,9,0.0000
1985-10-01,1985,10,-0.6000
1985-11-01,1985,11,-0.3000
1985-12-01,1985,12,0.4000
1986-01-01,1986,1,1.6000
1986-02-01,1986,2,-1.7000
1986-03-01,1986,3,0.8000
1986-04-01,1986,4,0.5000
1986-05-01,1986,5,-0.4000
1986-06-01,1986,6,1.6000
1986-07-01,1986,7,0.5000
1986-08-01,1986,8,-0.6000
1986-09-01,1986,9,-0.8000
1986-10-01,1986,10,1.1000
1986-11-01,1986,11,-2.0000
1986-12-01,1986,12,-2.4000
1987-01-01,1987,1,-1.1000
1987-02-01,1987,2,-2.1000
1987-03-01,1987,3,-2.1000
1987-04-01,1987,4,-2.3000
1987-05-01,1987,5,-2.1000
1987-06-01,1987,6,-1.8000
1987-07-01,1987,7,-2.2000
1987-08-01,1987,8,-1.5000
1987-09-01,1987,9,-1.7000
1987-10-01,1987,10,-0.6000
1987-11-01,1987,11,-0.0000
1987-12-01,1987,12,-0.8000
1988-01-01,1988,1,-0.2000
1988-02-01,1988,2,-0.6000
1988-03-01,1988,3,1.1000
1988-04-01,1988,4,0.2000
1988-05-01,1988,5,1.5000
1988-06-01,1988,6,0.1000
1988-07-01,1988,7,1.7000
1988-08-01,1988,8,2.5000
1988-09-01,1988,9,3.0000
1988-10-01,1988,10,2.3000
1988-11-01,1988,11,2.8000
1988-12-01,1988,12,2.0000
1989-01-01,1989,1,2.5000
1989-02-01,1989,2,2.0000
1989-03-01,1989,3,1.8000
1989-04-01,1989,4,2.7000
1989-05-01,1989,5,2.0000
1989-06-01,1989,6,1.2000
1989-07-01,1989,7,1.5000
1989-08-01,1989,8,-0.5000
1989-09-01,1989,9,0.8000
1989-10-01,1989,10,1.3000
1989-11-01,1989,11,-0.4000
1989-12-01,1989,12,-0.9000
1990-01-01,1990,1,-0.1000
1990-02-01,1990,2,-3.0000
1990-03-01,1990,3,-0.7000
1990-04-01,1990,4,0.3000
1990-05-01,1990,5,2.0000
1990-06-01,1990,6,0.5000
1990-07-01,1990,7,0.9000
1990-08-01,1990,8,-0.3000
1990-09-01,1990,9,-1.2000
1990-10-01,1990,10,0.4000
1990-11-01,1990,11,-0.8000
1990-12-01,1990,12,-0.4000
1991-01-01,1991,1,1.0000
1991-02-01,1991,2,0.4000
1991-03-01,1991,3,-1.1000
1991-04-01,1991,4,-1.0000
1991-05-01,1991,5,-1.7000
1991-06-01,1991,6,-0.2000
1991-07-01,1991,7,0.0000
1991-08-01,1991,8,-0.7000
1991-09-01,1991,9,-2.5000
1991-10-01,1991,10,-1.7000
1991-11-01,1991,11,-1.1000
1991-12-01,1991,12,-2.9000
1992-01-01,1992,1,-4.7000
1992-02-01,1992,2,-1.5000
1992-03-01,1992,3,-3.3000
1992-04-01,1992,4,-1.7000
1992-05-01,1992,5,0.4000
1992-06-01,1992,6,-1.0000
1992-07-01,1992,7,-1.0000
1992-08-01,1992,8,0.6000
1992-09-01,1992,9,0.1000
1992-10-01,1992,10,-2.3000
1992-11-01,1992,11,-1.1000
1992-12-01,1992,12,-0.9000
1993-01-01,1993,1,-1.5000
1993-02-01,1993,2,-1.2000
1993-03-01,1993,3,-0.8000
1993-04-01,1993,4,-1.9000
1993-05-01,1993,5,-0.6000
1993-06-01,1993,6,-1.4000
1993-07-01,1993,7,-1.3000
1993-08-01,1993,8,-1.6000
1993-09-01,1993,9,-1.2000
1993-10-01,1993,10,-1.8000
1993-11-01,1993,11,-0.1000
1993-12-01,1993,12,0.3000
1994-01-01,1994,1,-0.2000
1994-02-01,1994,2,0.4000
1994-03-01,1994,3,-1.1000
1994-04-01,1994,4,-2.1000
1994-05-01,1994,5,-1.1000
1994-06-01,1994,6,-0.7000
1994-07-01,1994,7,-2.2000
1994-08-01,1994,8,-2.0000
1994-09-01,1994,9,-2.6000
1994-10-01,1994,10,-1.9000
1994-11-01,1994,11,-0.9000
1994-12-01,1994,12,-2.0000
1995-01-01,1995,1,-0.7000
1995-02-01,1995,2,-0.2000
1995-03-01,1995,3,1.2000
1995-04-01,1995,4,-1.1000
1995-05-01,1995,5,-0.6000
1995-06-01,1995,6,0.2000
1995-07-01,1995,7,0.7000
1995-08-01,1995,8,0.5000
1995-09-01,1995,9,0.4000
1995-10-01,1995,10,0.0000
1995-11-01,1995,11,0.1000
1995-12-01,1995,12,-0.8000
1996-01-01,1996,1,1.6000
1996-02-01,1996,2,0.4000
1996-03-01,1996,3,1.9000
1996-04-01,1996,4,1.3000
1996-05-01,1996,5,0.5000
1996-06-01,1996,6,1.9000
1996-07-01,1996,7,1.1000
1996-08-01,1996,8,1.2000
1996-09-01,1996,9,1.0000
1996-10-01,1996,10,1.0000
