date,year,month,value
2010-12-01,2010,12,-1.4500
2011-01-01,2011,1,-1.4000
2011-02-01,2011,2,-1.0500
2011-03-01,2011,3,-0.8100
2011-04-01,2011,4,-0.7400
2011-05-01,2011,5,-0.5700
2011-06-01,2011,6,-0.5100
2011-07-01,2011,7,-0.4800
2011-08-01,2011,8,-0.6300
2011-09-01,2011,9,-0.7600
2011-10-01,2011,10,-0.9000
2011-11-01,2011,11,-0.9000
2011-12-01,2011,12,-1.0100
2012-01-01,2012,1,-1.0200
2012-02-01,2012,2,-0.9100
2012-03-01,2012,3,-0.7700
2012-04-01,2012,4,-0.5900
2012-05-01,2012,5,-0.5200
2012-06-01,2012,6,-0.3900
2012-07-01,2012,7,-0.2600
2012-08-01,2012,8,0.0800
2012-09-01,2012,9,0.2100
2012-10-01,2012,10,0.3100
2012-11-01,2012,11,0.3000
2012-12-01,2012,12,0.0600
2013-01-01,2013,1,-0.0800
2013-02-01,2013,2,-0.1900
2013-03-01,2013,3,-0.3700
2013-04-01,2013,4,-0.2700
2013-05-01,2013,5,-0.2300
2013-06-01,2013,6,-0.2000
2013-07-01,2013,7,-0.2400
2013-08-01,2013,8,-0.1800
2013-09-01,2013,9,-0.1100
2013-10-01,2013,10,-0.0400
2013-11-01,2013,11,0.0400
2013-12-01,2013,12,-0.0600
2014-01-01,2014,1,-0.1800
2014-02-01,2014,2,0.0700
2014-03-01,2014,3,0.2800
2014-04-01,2014,4,0.3500
2014-05-01,2014,5,0.5300
2014-06-01,2014,6,0.3900
2014-07-01,2014,7,0.1400
2014-08-01,2014,8,0.2500
2014-09-01,2014,9,0.3900
2014-10-01,2014,10,0.4800
2014-11-01,2014,11,0.7300
2014-12-01,2014,12,0.7600
2015-01-01,2015,1,0.7500
2015-02-01,2015,2,0.8700
2015-03-01,2015,3,0.9000
2015-04-01,2015,4,0.9800
2015-05-01,2015,5,0.9400
2015-06-01,2015,6,0.9200
2015-07-01,2015,7,0.8800
2015-08-01,2015,8,0.9900
2015-09-01,2015,9,1.0600
2015-10-01,2015,10,1.0800
2015-11-01,2015,11,1.4400
2015-12-01,2015,12,1.3700
