dia_ciclo,Kc,ETc_media,SW_media,SW_q05,SW_q95,I_media,I_q05,I_q25,I_q50,I_q75,I_q95,I_std,Prob_irrig
54,1.15,4.273100999999993,102.145907,69.60787500000005,120.0,1.2617100000000003,0.0,0.0,0.0,0.0,0.0,9.319208674876862,0.018
55,1.15,4.178180000000002,103.04547600000002,79.61252500000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1.15,4.360731000000009,102.31165500000004,76.08750000000002,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1.15,4.2848080000000035,101.11097900000019,72.31149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1.15,4.348885999999998,100.07106700000007,71.72699999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1.15,4.324644000000001,100.40785499999981,71.23450000000007,120.0,0.8428559999999995,0.0,0.0,0.0,0.0,0.0,7.647882941786182,0.012
60,1.15,4.406478000000003,99.37532600000004,66.75000000000007,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1.15,4.327404000000001,99.30673000000007,64.46600000000004,120.0,1.5305289999999991,0.0,0.0,0.0,0.0,0.0,10.204686092460543,0.022
62,1.15,4.220868000000003,98.24909800000002,59.07050000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1.15,4.050139000000001,98.38323200000004,60.60549999999998,120.0,0.8234880000000002,0.0,0.0,0.0,0.0,0.0,7.472142130999385,0.012
64,1.15,4.194993000000007,99.35993399999995,61.32737500000003,120.0,1.3891099999999998,0.0,0.0,0.0,0.0,0.0,9.723770000000009,0.02
65,1.15,4.370735999999999,100.35257599999981,62.32100000000003,120.0,1.6224970000000005,0.0,0.0,0.0,0.0,0.0,10.348351961229978,0.024
66,1.15,4.237933999999993,101.2050309999999,57.26100000000003,120.0,1.261557,0.0,0.0,0.0,0.0,0.0,9.31807859036679,0.018
67,1.15,4.153156000000003,104.66792000000001,75.37100000000002,120.0,4.388442999999999,0.0,0.0,0.0,0.0,66.12049999999996,16.50899192901403,0.066
68,1.15,4.2469730000000006,103.46058200000007,75.60650000000008,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.15,4.256656000000011,103.8127420000001,77.32050000000005,120.0,0.6779999999999997,0.0,0.0,0.0,0.0,0.0,6.7460148235828905,0.01
70,1.15,4.3143400000000005,102.63374600000004,75.761,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.8,2.965135999999998,102.62308900000005,76.42450000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.8,3.057727999999995,103.06107499999997,73.70450000000001,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.8,2.9299680000000032,103.70698299999991,71.161,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.8,2.976624,105.03357900000016,71.03550000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.8,3.019232,104.45688999999992,70.1705,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.8,2.841792000000002,104.67142799999996,73.057,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.8,2.9074240000000025,106.10613199999983,70.84150000000004,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.8,2.8866879999999986,105.98669399999999,67.69750000000005,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.8,2.957680000000003,106.34403399999997,63.810500000000026,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.8,2.907360000000001,107.23901200000007,73.57850000000003,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.8,2.8782719999999955,108.760764,82.85949999999998,120.0,1.0631439999999994,0.0,0.0,0.0,0.0,0.0,8.337381041505992,0.016
82,0.8,2.971568000000001,109.78477199999995,84.16349999999998,120.0,1.0887119999999995,0.0,0.0,0.0,0.0,0.0,8.537890246721068,0.016
83,0.8,2.9599359999999955,109.84056899999997,81.17149999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.8,3.016016,109.75665699999996,78.34749999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.8,3.0395680000000085,109.37601700000015,74.65949999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.5,1.888470000000001,109.78446899999994,72.14949999999997,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.5,1.9096600000000035,109.87101299999992,69.81949999999998,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.5,1.7965800000000036,110.04074299999989,71.113,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.5,1.8490399999999998,110.32469700000013,68.348,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.5,1.880310000000001,110.32226700000011,66.591,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
